transaction_id,date,time_of_day,customer_age,customer_gender,occasion,product_name,category,quantity,unit_price,total_item_price,total_spent
36,2024-06-24,afternoon,56,female,holiday,Nut,General,2,827.88,1655.76,155.71
37,2024-06-02,morning,23,male,daily_needs,Screws,General,2,663.68,1327.36,330.44
37,2024-06-02,afternoon,73,male,weekend,Paint,General,2,887.22,1774.44,330.44
37,2024-06-02,afternoon,27,female,holiday,Brush,General,2,810.0,1620.0,330.44
38,2024-05-15,evening,21,female,weekend,Drill,General,5,208.59,1042.95,385.96
39,2024-05-15,afternoon,39,male,weekend,Nut,General,4,977.26,3909.04,419.27
39,2024-05-15,evening,23,male,weekend,Nails,General,1,487.1,487.1,419.27
39,2024-05-15,afternoon,40,female,weekend,Tape,General,2,694.87,1389.74,419.27
40,2024-06-29,afternoon,26,female,daily_needs,Wood,General,1,427.42,427.42,179.92
41,2024-05-27,afternoon,24,male,daily_needs,Nut,General,3,833.85,2501.55,249.82
41,2024-05-27,afternoon,64,male,weekend,Saw,General,1,190.32,190.32,249.82
41,2024-05-27,afternoon,19,female,holiday,Nails,General,5,976.19,4880.95,249.82
42,2024-06-23,afternoon,28,male,holiday,Bolt,General,1,435.42,435.42,193.62
42,2024-06-23,evening,71,female,daily_needs,Hammer,General,2,924.49,1848.98,193.62
42,2024-06-23,evening,39,male,weekend,Wrench,General,4,942.2,3768.8,193.62
42,2024-06-23,afternoon,39,male,holiday,Paint,General,5,825.08,4125.4,193.62
43,2024-06-09,morning,76,female,weekend,Drill,General,1,948.69,948.69,480.91
43,2024-06-09,morning,35,male,holiday,Drill Bit,General,5,539.98,2699.9,480.91
44,2024-04-05,evening,40,male,holiday,Saw,General,2,76.04,152.08,247.72
44,2024-04-05,morning,43,female,weekend,Hammer,General,2,561.92,1123.84,247.72
44,2024-04-05,evening,33,male,daily_needs,Saw,General,2,481.95,963.9,247.72
45,2024-05-18,afternoon,47,male,holiday,Bolt,General,1,128.0,128.0,232.49
45,2024-05-18,evening,19,female,holiday,Saw,General,2,897.39,1794.78,232.49
45,2024-05-18,evening,72,male,holiday,Saw,General,2,447.16,894.32,232.49
45,2024-05-18,evening,41,male,daily_needs,Drill Bit,General,1,691.96,691.96,232.49
46,2024-04-21,afternoon,25,male,weekend,Hammer,General,4,164.14,656.56,333.82
46,2024-04-21,evening,77,female,holiday,Screws,General,4,905.18,3620.72,333.82
46,2024-04-21,afternoon,69,male,weekend,Drill,General,2,519.05,1038.1,333.82
46,2024-04-21,afternoon,27,male,holiday,Hammer,General,5,499.39,2496.95,333.82
47,2024-06-19,morning,24,male,weekend,Bolt,General,1,791.11,791.11,277.06
47,2024-06-19,evening,47,female,weekend,Nails,General,1,371.81,371.81,277.06
48,2024-06-12,afternoon,18,female,holiday,Saw,General,3,853.43,2560.29,396.19
48,2024-06-12,evening,23,female,daily_needs,Hammer,General,3,288.68,866.04,396.19
48,2024-06-12,morning,18,male,daily_needs,Screws,General,4,747.55,2990.2,396.19
48,2024-06-12,evening,33,female,holiday,Bolt,General,1,889.31,889.31,396.19
49,2024-05-10,morning,28,female,holiday,Brush,General,4,766.01,3064.04,118.89
49,2024-05-10,evening,67,male,weekend,Hammer,General,5,785.25,3926.25,118.89
49,2024-05-10,morning,35,female,holiday,Wrench,General,4,685.83,2743.32,118.89
50,2024-05-09,evening,63,male,daily_needs,Tape,General,4,550.87,2203.48,138.5
51,2024-04-10,evening,60,male,weekend,Screws,General,1,67.5,67.5,400.14
51,2024-04-10,morning,33,male,weekend,Brush,General,1,118.54,118.54,400.14
52,2024-05-10,morning,18,male,daily_needs,Wood,General,5,185.68,928.4,418.44
52,2024-05-10,morning,20,male,holiday,Wrench,General,1,883.85,883.85,418.44
53,2024-06-26,evening,25,female,daily_needs,Brush,General,1,252.81,252.81,326.14
53,2024-06-26,evening,61,male,holiday,Wrench,General,4,990.55,3962.2,326.14
53,2024-06-26,evening,42,male,weekend,Wrench,General,5,600.66,3003.3,326.14
53,2024-06-26,afternoon,59,female,weekend,Sandpaper,General,2,65.25,130.5,326.14
54,2024-04-03,morning,23,female,holiday,Wrench,General,1,784.93,784.93,486.61
54,2024-04-03,morning,47,male,weekend,Drill,General,3,569.42,1708.26,486.61
54,2024-04-03,morning,68,female,daily_needs,Screws,General,2,469.6,939.2,486.61
55,2024-06-07,morning,66,male,holiday,Tape,General,1,629.77,629.77,419.42
55,2024-06-07,afternoon,41,female,weekend,Brush,General,5,483.16,2415.8,419.42
55,2024-06-07,evening,43,female,weekend,Brush,General,1,608.04,608.04,419.42
56,2024-05-29,afternoon,23,male,weekend,Sandpaper,General,1,694.34,694.34,370.29
56,2024-05-29,evening,44,male,weekend,Drill,General,5,367.29,1836.45,370.29
56,2024-05-29,morning,26,female,weekend,Drill Bit,General,4,553.02,2212.08,370.29
56,2024-05-29,morning,41,female,weekend,Drill,General,4,116.48,465.92,370.29
57,2024-06-09,evening,36,male,daily_needs,Wrench,General,2,233.07,466.14,362.11
57,2024-06-09,evening,66,female,holiday,Brush,General,1,315.89,315.89,362.11
57,2024-06-09,afternoon,74,female,daily_needs,Sandpaper,General,4,220.7,882.8,362.11
57,2024-06-09,morning,18,female,holiday,Nails,General,1,809.43,809.43,362.11
58,2024-05-24,evening,37,male,holiday,Nut,General,1,387.1,387.1,218.21
59,2024-04-30,evening,43,female,daily_needs,Drill Bit,General,4,276.69,1106.76,110.89
60,2024-05-03,afternoon,42,female,holiday,Wood,General,4,928.43,3713.72,186.58
60,2024-05-03,evening,53,male,daily_needs,Hammer,General,3,550.46,1651.38,186.58
60,2024-05-03,afternoon,61,male,weekend,Wrench,General,2,696.29,1392.58,186.58
60,2024-05-03,morning,66,female,holiday,Screws,General,2,783.88,1567.76,186.58
61,2024-06-16,evening,59,male,weekend,Drill Bit,General,1,395.64,395.64,339.32
62,2024-05-06,morning,76,female,daily_needs,Brush,General,2,587.43,1174.86,132.78
63,2024-05-28,morning,50,male,weekend,Sandpaper,General,1,528.22,528.22,108.17
63,2024-05-28,evening,25,female,holiday,Bolt,General,4,658.96,2635.84,108.17
64,2024-06-01,evening,46,female,holiday,Sandpaper,General,3,590.0,1770.0,279.52
64,2024-06-01,evening,21,female,daily_needs,Drill Bit,General,2,124.33,248.66,279.52
64,2024-06-01,morning,25,female,holiday,Ruler,General,4,794.72,3178.88,279.52
65,2024-05-24,evening,65,male,holiday,Bolt,General,5,669.65,3348.25,497.96
65,2024-05-24,morning,45,male,weekend,Drill,General,3,418.25,1254.75,497.96
65,2024-05-24,morning,24,female,daily_needs,Ruler,General,1,184.8,184.8,497.96
66,2024-05-30,afternoon,46,male,holiday,Ruler,General,4,121.29,485.16,338.67
66,2024-05-30,evening,44,male,weekend,Drill Bit,General,5,516.97,2584.85,338.67
66,2024-05-30,morning,54,male,holiday,Ruler,General,5,655.3,3276.5,338.67
67,2024-06-14,afternoon,51,male,holiday,Hammer,General,1,768.34,768.34,357.2
68,2024-04-02,morning,45,female,weekend,Drill,General,2,132.62,265.24,188.72
68,2024-04-02,evening,30,female,daily_needs,Tape,General,2,95.34,190.68,188.72
68,2024-04-02,evening,73,female,weekend,Bolt,General,1,759.23,759.23,188.72
68,2024-04-02,morning,37,male,daily_needs,Sandpaper,General,2,609.35,1218.7,188.72
69,2024-05-08,evening,67,female,holiday,Drill,General,3,700.95,2102.85,461.52
69,2024-05-08,morning,61,male,daily_needs,Sandpaper,General,3,999.21,2997.63,461.52
69,2024-05-08,morning,56,male,daily_needs,Drill Bit,General,3,781.65,2344.95,461.52
70,2024-05-14,afternoon,69,female,daily_needs,Ruler,General,5,706.55,3532.75,173.7
71,2024-06-11,evening,65,female,weekend,Ruler,General,4,900.07,3600.28,461.84
72,2024-04-14,evening,30,female,daily_needs,Nails,General,5,407.26,2036.3,328.58
72,2024-04-14,afternoon,40,female,daily_needs,Ruler,General,2,728.86,1457.72,328.58
73,2024-06-11,afternoon,32,male,weekend,Brush,General,2,780.46,1560.92,341.24
73,2024-06-11,morning,75,female,holiday,Brush,General,5,668.25,3341.25,341.24
73,2024-06-11,afternoon,67,male,holiday,Bolt,General,4,701.85,2807.4,341.24
74,2024-05-10,evening,52,female,daily_needs,Nut,General,3,916.37,2749.11,112.84
74,2024-05-10,evening,57,male,holiday,Nails,General,4,493.79,1975.16,112.84
74,2024-05-10,morning,39,male,weekend,Brush,General,5,83.08,415.4,112.84
75,2024-04-27,evening,48,male,weekend,Sandpaper,General,1,488.65,488.65,154.43
75,2024-04-27,afternoon,60,male,holiday,Saw,General,1,712.22,712.22,154.43
76,2024-04-24,morning,59,male,holiday,Screws,General,3,112.18,336.54,346.69
76,2024-04-24,evening,32,male,weekend,Nut,General,2,201.13,402.26,346.69
76,2024-04-24,morning,45,female,weekend,Drill Bit,General,1,112.26,112.26,346.69
77,2024-06-09,evening,68,female,weekend,Saw,General,2,310.6,621.2,488.81
78,2024-05-05,evening,60,male,daily_needs,Wrench,General,3,259.76,779.28,434.71
78,2024-05-05,afternoon,18,female,weekend,Brush,General,3,707.52,2122.56,434.71
79,2024-04-12,evening,65,female,holiday,Nails,General,3,428.2,1284.6,209.59
80,2024-06-18,morning,37,female,weekend,Drill,General,5,548.37,2741.85,382.67
80,2024-06-18,morning,47,male,weekend,Saw,General,2,314.08,628.16,382.67
80,2024-06-18,afternoon,23,male,holiday,Drill Bit,General,2,397.83,795.66,382.67
81,2024-04-10,morning,59,male,weekend,Brush,General,3,624.17,1872.51,172.5
82,2024-06-13,morning,58,male,daily_needs,Sandpaper,General,4,716.9,2867.6,273.11
82,2024-06-13,evening,77,female,holiday,Screws,General,2,578.45,1156.9,273.11
83,2024-04-30,evening,42,male,holiday,Saw,General,1,838.07,838.07,350.05
83,2024-04-30,evening,68,male,holiday,Nut,General,1,839.06,839.06,350.05
84,2024-04-30,morning,35,male,weekend,Hammer,General,4,436.15,1744.6,171.07
84,2024-04-30,evening,30,female,weekend,Drill,General,2,809.83,1619.66,171.07
84,2024-04-30,evening,51,male,daily_needs,Saw,General,2,483.19,966.38,171.07
85,2024-04-14,afternoon,75,female,holiday,Hammer,General,5,445.96,2229.8,423.35
85,2024-04-14,afternoon,29,female,daily_needs,Wrench,General,5,193.06,965.3,423.35
85,2024-04-14,evening,78,male,holiday,Paint,General,3,40.41,121.23,423.35
85,2024-04-14,afternoon,31,female,daily_needs,Bolt,General,3,179.83,539.49,423.35
86,2024-06-11,evening,35,female,holiday,Ruler,General,1,263.76,263.76,270.77
86,2024-06-11,evening,73,female,weekend,Paint,General,2,336.26,672.52,270.77
86,2024-06-11,morning,71,female,weekend,Paint,General,1,273.44,273.44,270.77
87,2024-04-16,morning,20,female,weekend,Screws,General,5,518.49,2592.45,282.13
87,2024-04-16,afternoon,36,female,holiday,Brush,General,5,963.61,4818.05,282.13
88,2024-05-26,evening,52,female,weekend,Hammer,General,4,706.78,2827.12,283.03
88,2024-05-26,evening,19,female,holiday,Hammer,General,1,849.35,849.35,283.03
88,2024-05-26,evening,46,male,daily_needs,Hammer,General,2,802.45,1604.9,283.03
88,2024-05-26,afternoon,68,female,daily_needs,Paint,General,4,490.83,1963.32,283.03
89,2024-05-16,afternoon,64,female,daily_needs,Nut,General,3,95.04,285.12,391.19
89,2024-05-16,afternoon,78,male,holiday,Nails,General,4,501.57,2006.28,391.19
89,2024-05-16,afternoon,34,male,daily_needs,Saw,General,2,970.26,1940.52,391.19
89,2024-05-16,afternoon,57,female,holiday,Wood,General,3,38.27,114.81,391.19
90,2024-05-06,morning,59,female,weekend,Brush,General,5,795.17,3975.85,191.73
90,2024-05-06,afternoon,37,male,daily_needs,Ruler,General,3,903.22,2709.66,191.73
90,2024-05-06,evening,45,male,weekend,Ruler,General,5,596.07,2980.35,191.73
91,2024-05-13,morning,37,male,daily_needs,Paint,General,1,980.73,980.73,373.0
91,2024-05-13,morning,52,female,holiday,Sandpaper,General,4,749.68,2998.72,373.0
91,2024-05-13,afternoon,73,female,holiday,Tape,General,1,636.6,636.6,373.0
91,2024-05-13,morning,51,female,holiday,Drill,General,4,862.26,3449.04,373.0
92,2024-04-07,morning,38,female,daily_needs,Hammer,General,1,41.3,41.3,131.79
92,2024-04-07,morning,46,female,holiday,Paint,General,1,967.5,967.5,131.79
92,2024-04-07,evening,59,male,daily_needs,Tape,General,3,649.85,1949.55,131.79
92,2024-04-07,evening,73,female,daily_needs,Drill Bit,General,4,470.47,1881.88,131.79
93,2024-06-07,afternoon,21,male,weekend,Paint,General,4,163.75,655.0,478.14
93,2024-06-07,evening,45,male,weekend,Saw,General,3,227.06,681.18,478.14
93,2024-06-07,evening,34,female,holiday,Tape,General,5,389.97,1949.85,478.14
93,2024-06-07,evening,63,male,daily_needs,Nails,General,5,90.5,452.5,478.14
94,2024-04-20,morning,41,female,holiday,Brush,General,1,487.24,487.24,436.88
94,2024-04-20,morning,46,male,daily_needs,Drill Bit,General,4,315.42,1261.68,436.88
95,2024-05-16,afternoon,74,female,daily_needs,Nut,General,4,892.39,3569.56,255.25
95,2024-05-16,afternoon,46,female,holiday,Hammer,General,5,621.97,3109.85,255.25
95,2024-05-16,evening,76,female,weekend,Saw,General,4,966.86,3867.44,255.25
95,2024-05-16,afternoon,57,female,holiday,Saw,General,2,942.13,1884.26,255.25
96,2024-06-04,morning,55,female,daily_needs,Sandpaper,General,4,791.47,3165.88,451.27
96,2024-06-04,morning,79,male,weekend,Brush,General,4,431.49,1725.96,451.27
96,2024-06-04,afternoon,36,male,weekend,Ruler,General,2,42.08,84.16,451.27
97,2024-06-01,afternoon,40,male,weekend,Bolt,General,4,363.72,1454.88,219.22
97,2024-06-01,morning,38,female,daily_needs,Nut,General,2,78.21,156.42,219.22
97,2024-06-01,evening,21,male,holiday,Wrench,General,1,579.56,579.56,219.22
97,2024-06-01,afternoon,65,male,weekend,Paint,General,4,369.93,1479.72,219.22
98,2024-06-04,morning,65,female,holiday,Saw,General,3,259.28,777.84,493.28
98,2024-06-04,afternoon,59,female,weekend,Drill,General,3,954.75,2864.25,493.28
99,2024-04-26,afternoon,45,male,holiday,Nut,General,1,864.47,864.47,114.73
99,2024-04-26,afternoon,19,male,daily_needs,Hammer,General,2,818.63,1637.26,114.73
100,2024-06-14,afternoon,22,male,holiday,Wrench,General,5,511.83,2559.15,336.63
100,2024-06-14,afternoon,71,female,daily_needs,Nails,General,5,119.77,598.85,336.63
100,2024-06-14,afternoon,50,male,holiday,Sandpaper,General,3,413.76,1241.28,336.63
101,2024-04-10,evening,37,female,weekend,Brush,General,1,520.51,520.51,405.65
101,2024-04-10,afternoon,50,female,holiday,Hammer,General,3,726.14,2178.42,405.65
101,2024-04-10,evening,55,female,weekend,Nut,General,4,556.61,2226.44,405.65
102,2024-04-19,evening,41,male,weekend,Brush,General,3,978.39,2935.17,334.47
103,2024-04-03,afternoon,63,male,holiday,Drill,General,2,23.54,47.08,172.19
104,2024-04-24,afternoon,76,female,daily_needs,Paint,General,3,841.41,2524.23,372.16
104,2024-04-24,evening,52,female,daily_needs,Drill Bit,General,2,85.74,171.48,372.16
104,2024-04-24,morning,40,male,daily_needs,Drill Bit,General,1,541.3,541.3,372.16
104,2024-04-24,afternoon,20,female,weekend,Saw,General,4,870.26,3481.04,372.16
105,2024-04-28,afternoon,47,female,daily_needs,Saw,General,4,313.25,1253.0,220.98
106,2024-04-17,morning,38,female,weekend,Nails,General,1,931.42,931.42,398.52
107,2024-06-26,evening,32,female,holiday,Drill,General,3,992.27,2976.81,314.91
107,2024-06-26,evening,61,female,weekend,Saw,General,4,489.48,1957.92,314.91
108,2024-04-13,morning,80,male,weekend,Nails,General,5,680.83,3404.15,103.47
108,2024-04-13,afternoon,50,female,daily_needs,Saw,General,4,777.0,3108.0,103.47
109,2024-06-08,afternoon,31,female,holiday,Screws,General,1,499.18,499.18,340.93
110,2024-05-14,evening,51,female,holiday,Drill Bit,General,1,918.34,918.34,488.45
111,2024-06-10,afternoon,41,male,weekend,Sandpaper,General,3,762.74,2288.22,171.13
111,2024-06-10,evening,31,male,holiday,Drill,General,3,541.84,1625.52,171.13
111,2024-06-10,evening,23,male,holiday,Hammer,General,2,961.31,1922.62,171.13
111,2024-06-10,morning,70,female,weekend,Drill,General,3,144.59,433.77,171.13
112,2024-06-17,afternoon,76,male,daily_needs,Wrench,General,5,878.78,4393.9,329.69
112,2024-06-17,evening,71,male,daily_needs,Ruler,General,5,740.8,3704.0,329.69
113,2024-04-14,morning,50,female,daily_needs,Sandpaper,General,2,309.29,618.58,496.06
113,2024-04-14,afternoon,64,female,daily_needs,Drill,General,2,102.17,204.34,496.06
114,2024-06-22,afternoon,30,male,daily_needs,Paint,General,2,58.21,116.42,123.55
114,2024-06-22,afternoon,36,male,weekend,Sandpaper,General,5,106.19,530.95,123.55
114,2024-06-22,evening,24,male,holiday,Drill Bit,General,4,373.35,1493.4,123.55
115,2024-06-10,evening,67,female,weekend,Sandpaper,General,4,746.59,2986.36,383.17
115,2024-06-10,morning,65,female,weekend,Drill Bit,General,3,137.29,411.87,383.17
115,2024-06-10,evening,65,male,holiday,Bolt,General,1,158.53,158.53,383.17
116,2024-06-18,afternoon,27,male,weekend,Saw,General,1,936.24,936.24,466.94
116,2024-06-18,morning,19,female,daily_needs,Drill Bit,General,4,982.56,3930.24,466.94
116,2024-06-18,afternoon,62,male,daily_needs,Hammer,General,5,643.72,3218.6,466.94
117,2024-04-21,morning,69,male,weekend,Wood,General,2,429.06,858.12,301.38
117,2024-04-21,morning,27,male,holiday,Tape,General,4,368.72,1474.88,301.38
117,2024-04-21,evening,43,male,holiday,Tape,General,4,838.94,3355.76,301.38
118,2024-06-12,morning,19,male,holiday,Saw,General,4,581.48,2325.92,472.96
118,2024-06-12,morning,65,male,daily_needs,Paint,General,5,245.79,1228.95,472.96
118,2024-06-12,evening,69,female,weekend,Screws,General,2,560.24,1120.48,472.96
118,2024-06-12,afternoon,21,male,daily_needs,Screws,General,1,65.69,65.69,472.96
119,2024-06-22,afternoon,53,female,holiday,Sandpaper,General,2,269.01,538.02,176.55
119,2024-06-22,afternoon,78,male,daily_needs,Bolt,General,3,106.6,319.8,176.55
119,2024-06-22,afternoon,29,male,weekend,Nut,General,5,886.89,4434.45,176.55
119,2024-06-22,evening,19,male,holiday,Wood,General,4,35.62,142.48,176.55
120,2024-05-19,afternoon,53,male,daily_needs,Tape,General,2,276.9,553.8,267.4
121,2024-05-16,afternoon,34,female,weekend,Wrench,General,5,966.72,4833.6,116.66
121,2024-05-16,evening,19,female,daily_needs,Nut,General,5,972.61,4863.05,116.66
121,2024-05-16,evening,50,female,weekend,Brush,General,3,220.15,660.45,116.66
122,2024-04-13,afternoon,58,female,weekend,Tape,General,2,236.15,472.3,323.55
122,2024-04-13,evening,50,female,holiday,Drill Bit,General,4,360.64,1442.56,323.55
122,2024-04-13,evening,80,male,daily_needs,Drill,General,4,665.82,2663.28,323.55
122,2024-04-13,morning,44,male,daily_needs,Ruler,General,5,42.57,212.85,323.55
123,2024-04-12,evening,73,male,holiday,Brush,General,1,923.66,923.66,292.8
124,2024-06-15,evening,66,female,daily_needs,Tape,General,5,623.09,3115.45,185.73
124,2024-06-15,morning,31,female,daily_needs,Tape,General,3,859.7,2579.1,185.73
124,2024-06-15,evening,55,female,holiday,Drill,General,5,185.12,925.6,185.73
125,2024-06-12,afternoon,22,male,weekend,Sandpaper,General,5,736.46,3682.3,482.81
125,2024-06-12,morning,37,female,daily_needs,Wood,General,2,596.75,1193.5,482.81
125,2024-06-12,morning,79,female,weekend,Drill,General,1,823.67,823.67,482.81
126,2024-05-13,morning,60,female,weekend,Hammer,General,5,270.73,1353.65,304.21
126,2024-05-13,evening,43,female,weekend,Brush,General,2,601.14,1202.28,304.21
127,2024-04-22,evening,78,male,daily_needs,Wood,General,2,722.57,1445.14,460.43
127,2024-04-22,morning,51,male,daily_needs,Drill,General,3,225.48,676.44,460.43
127,2024-04-22,afternoon,75,female,weekend,Wood,General,3,687.88,2063.64,460.43
128,2024-05-25,afternoon,58,female,holiday,Hammer,General,5,950.11,4750.55,211.42
128,2024-05-25,evening,32,female,weekend,Wrench,General,3,583.04,1749.12,211.42
128,2024-05-25,evening,48,female,daily_needs,Nails,General,2,370.27,740.54,211.42
128,2024-05-25,morning,23,female,weekend,Drill Bit,General,3,690.01,2070.03,211.42
129,2024-05-13,evening,62,female,weekend,Wood,General,4,966.06,3864.24,134.79
129,2024-05-13,evening,22,female,holiday,Brush,General,2,439.97,879.94,134.79
